"PROJECT_ID","TITLE","DONOR_IATI_CODE","DONOR","COUNTRY_IATI_CODE","COUNTRY","SOURCE","SECTOR","STATUS","PURPOSE_CODE","ADM1_CODE","ADM1_NAME","ADM2_CODE","ADM2_NAME","LATITUDE","LONGITUDE","GEONAME_ID","GEONAME","PRECISION_CODE","LOCATION_TYPE","SOURCE_URL","SOURCE","INTERNAL_NOTES","LOCATION_ACTIVITY_DESCRIPTION"
"1999576_BGD","Meteorological","11000","Donor Government","BD","Bangladesh","<null>","<null>","<null>",,"575","Barisal","5762","Barisal","22.8","90.5","1185286","Barisāl District","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","row 82: I coded the ADM2 hence precision code 3","There was a storm in the area in 1999."," "," "," "," "
"1999576_BGD","Meteorological","11000","Donor Government","BD","Bangladesh","<null>","<null>","<null>",,"575","Barisal",,,"22.5","90.33333","1337229","Barisal Division","4.0","first-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","row 82: I coded this because the ADM2s are part of this ADM1 and it is also mentioned in the document.","There was a storm in the area in 1999."," "," "," "," "
"1999576_BGD","Meteorological","11000","Donor Government","BD","Bangladesh","<null>","<null>","<null>",,"575","Barisal","5763","Bhola","22.36667","90.81667","1337215","Bhola District","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","row 82: I coded the ADM2 because it is the most encompassing of the locations with this named","There was a storm in the area in 1999."," "," "," "," "
"1999576_BGD","Meteorological","11000","Donor Government","BD","Bangladesh","<null>","<null>","<null>",,"575","Barisal","5765","Patuakhali","22.33333","90.33333","1337216","Patuākhāli District","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","row 82: I coded the ADM2 because it is the most encompassing of the locations with this named
","There was a storm in the area in 1999."," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70207","Baleshwar","21.5","86.75","1277600","Bāleshwar","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level. ""Bāleshwar"" is another name for ""Balasore"".","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70209","Bhadrak","21","86.6","7644924","Bhadrak","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","17809","Cuttack","20.5","86.25","1273781","Cuttack","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","17810","Dhenkanal","20.75","85.5","1272781","Dhenkānāl","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70214","Jagatsinghpur","20.2","86.3","7644925","Jagatsinghpur","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70215","Jajpur","20.84149","86.31237","9645384","Jajpur","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70218","Kendrapara","20.5","86.5","7644926","Kendrapara","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","17813","Keonjhar","21.5","85.5","1267268","Kendujhar","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. I coded the district because it is more encompassing. ""Kendujhar"" is another name for ""Keonjhar"".","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70219","Khordha","20.18268","85.61629","1266616","Khurda","1.0","populated place","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","17816","Mayurbhanj","21.75","86.5","1263245","Mayūrbhanj","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","70222","Nayagarh","20.13","85.1","8986741","Nayagarh District","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999425_IND","Meteorological","11000","Donor Government","IN","India","<null>","<null>","<null>",,"1504","Orissa","17818","Puri","19.9","85.6","7644928","Puri","3.0","second-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","Row 75. All of the locations listed in the spreadsheet are at the district level.","Storm"," "," "," "," "
"1999589_IDN","Hydrological","11000","Donor Government","ID","Indonesia","<null>","<null>","<null>",,"1535","Sumatera Barat","18204","Kota Padang","-0.95212","100.3523","7102366","Seberangpadang","2.0","populated place","https://docs.google.com/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","In the spreadsheet, this is listed as Dberang Pallinggam. After a google search I came up with Seberang Palinggam and when entered into geonames.org there were no results. When entered into google.com/maps this is the location it gave and the names are similar so I coded it as this location. https://www.google.de/maps/place/Seberang+Palinggam,+South+Padang,+Padang+City,+West+Sumatra,+Indonesia/@-0.9653824,100.3699764,6z/data=!4m2!3m1!1s0x2fd4b95f9adf26b5:0xc6fe5e9bd850a44a?hl=en ","Mass Movement wet"," "," "," "," "
"1999428_VNM","Hydrological","11000","Donor Government","VN","Viet Nam","<null>","<null>","<null>",,"3340","Da Nang City",,,"16.08333","108.08333","1905468","Thành Phố Đà Nẵng","4.0","first-order administrative division","https://docs.google.com/a/email.wm.edu/spreadsheets/d/1JY7q1LRsDVLmqN1xKHvY6urBhLr3rN5RwaZa-5MsI8A/edit#gid=2018144226","EMDAT_CEPSA_1998-2012","row 77: I coded the ADM1 because it is the most encompassing of the locations with this name
","There was a flood in the area in 1999."," "," "," "," "
